Date,Price,Return
12/10/16,103000,-0.00869991
13/10/16,106400,0.032476589
14/10/16,106400,0
17/10/16,105500,-0.008494624
18/10/16,106000,0.004728141
19/10/16,106400,0.003766483
20/10/16,108400,0.018622512
21/10/16,108000,-0.003696862
24/10/16,103400,-0.043526265
25/10/16,104700,0.012494156
26/10/16,103800,-0.008633147
27/10/16,105500,0.016244982
28/10/16,112800,0.066905386
31/10/16,114600,0.015831465
01/11/16,114700,0.00087222
02/11/16,112000,-0.023821153
03/11/16,111000,-0.00896867
04/11/16,110000,-0.009049836
07/11/16,110500,0.004535155
08/11/16,114000,0.031182927
09/11/16,113500,-0.004395611
10/11/16,113100,-0.003530454
11/11/16,111800,-0.011560822
14/11/16,108500,-0.029961388
15/11/16,108500,0
16/11/16,108500,0
17/11/16,107900,-0.005545301
18/11/16,106000,-0.017765778
21/11/16,106000,0
22/11/16,105000,-0.009478744
23/11/16,105500,0.004750603
24/11/16,105700,0.00189394
25/11/16,106000,0.002834201
28/11/16,104000,-0.019048195
29/11/16,103000,-0.009661911
30/11/16,103900,0.00869991
01/12/16,104000,0.000962001
02/12/16,104000,0
05/12/16,103900,-0.000962001
06/12/16,1.00E+05,-0.038258712
07/12/16,96900,-0.031490667
08/12/16,98700,0.018405428
09/12/16,98500,-0.002028398
12/12/16,97500,-0.01020417
13/12/16,94500,-0.031252544
14/12/16,96900,0.025079684
15/12/16,96000,-0.009331327
16/12/16,99800,0.038819992
19/12/16,99600,-0.002006019
20/12/16,98000,-0.016194686
21/12/16,98000,0
22/12/16,99000,0.010152371
23/12/16,95000,-0.041242959
26/12/16,97000,0.020834087
27/12/16,97000,0
28/12/16,96000,-0.010362787
29/12/16,96000,0
30/12/16,95900,-0.00104221
03/01/17,97000,0.011404997
04/01/17,95500,-0.015584731
05/01/17,98500,0.030930301
06/01/17,98800,0.003041057
09/01/17,95500,-0.033971357
10/01/17,96300,0.008342071
11/01/17,97500,0.012384059
12/01/17,97400,-0.001026167
13/01/17,97400,0
16/01/17,96900,-0.005146692
17/01/17,94700,-0.022965519
18/01/17,94700,0
19/01/17,94900,0.002109705
20/01/17,94500,-0.004223871
23/01/17,94300,-0.002118645
24/01/17,93200,-0.011733468
25/01/17,96000,0.02960047
02/02/17,94900,-0.011524486
03/02/17,93000,-0.020224212
06/02/17,91000,-0.021739987
07/02/17,94000,0.032435276
08/02/17,97500,0.036557596
09/02/17,98000,0.005115101
10/02/17,97900,-0.001020929
13/02/17,103500,0.055625063
14/02/17,102400,-0.0106849
15/02/17,101500,-0.008827914
16/02/17,100500,-0.009901071
17/02/17,99900,-0.005988042
20/02/17,102000,0.020803128
21/02/17,101700,-0.00294551
22/02/17,99200,-0.024889289
23/02/17,99700,0.005027663
24/02/17,99600,-0.001003512
27/02/17,96500,-0.031619156
28/02/17,96900,0.004136511
01/03/17,96900,0
02/03/17,98000,0.01128796
03/03/17,98000,0
06/03/17,97000,-0.0102565
07/03/17,102000,0.050261835
08/03/17,99000,-0.029852963
09/03/17,101700,0.026907453
10/03/17,1.00E+05,-0.016857117
13/03/17,102600,0.025667747
14/03/17,103500,0.00873368
15/03/17,103500,0
16/03/17,102000,-0.014598799
17/03/17,102000,0
20/03/17,102000,0
21/03/17,104000,0.019418086
22/03/17,101500,-0.024332101
23/03/17,102300,0.007850874
24/03/17,103300,0.009727703
27/03/17,101800,-0.014627272
28/03/17,101200,-0.005911347
29/03/17,101200,0
30/03/17,101900,0.006893183
31/03/17,103500,0.015579672
03/04/17,106600,0.029511899
04/04/17,105900,-0.006588259
05/04/17,104000,-0.018104353
07/04/17,103000,-0.009661911
10/04/17,103000,0
11/04/17,104500,0.014458083
12/04/17,103100,-0.01348768
13/04/17,103000,-0.000970403
14/04/17,103900,0.00869991
17/04/17,103500,-0.003857285
18/04/17,105000,0.014388737
19/04/17,107000,0.018868484
20/04/17,113000,0.054558984
21/04/17,113000,0
24/04/17,120000,0.060103924
25/04/17,120000,0
26/04/17,122500,0.020619287
27/04/17,124300,0.014586969
28/04/17,130000,0.044836452
03/05/17,128000,-0.015504187
04/05/17,123000,-0.039845909
05/05/17,130000,0.055350095
08/05/17,125400,-0.036025822
09/05/17,126500,0.00873368
10/05/17,129900,0.026522616
11/05/17,128000,-0.01473466
12/05/17,128100,0.000780945
15/05/17,127000,-0.008624122
16/05/17,125000,-0.015873349
17/05/17,128700,0.029170377
18/05/17,127100,-0.012509936
19/05/17,127200,0.000786473
22/05/17,126000,-0.009478744
23/05/17,129500,0.027398974
24/05/17,132500,0.022901764
25/05/17,133000,0.003766483
26/05/17,133000,0
29/05/17,130500,-0.018975901
30/05/17,128000,-0.019342963
31/05/17,127900,-0.000781555
01/06/17,126100,-0.014173466
02/06/17,128400,0.018075148
05/06/17,126000,-0.018868484
06/06/17,126000,0
07/06/17,125700,-0.002383791
08/06/17,125000,-0.005584378
09/06/17,126000,0.00796817
12/06/17,126000,0
13/06/17,124300,-0.013583908
14/06/17,124500,0.001607717
15/06/17,126900,0.019093659
16/06/17,127800,0.007067167
19/06/17,129800,0.015528262
20/06/17,134500,0.035569395
21/06/17,138500,0.029306127
22/06/17,138800,0.002163722
23/06/17,137000,-0.013053122
26/06/17,135900,-0.008061605
27/06/17,133600,-0.01706906
28/06/17,135400,0.013383099
29/06/17,137500,0.015390557
30/06/17,137700,0.001453489
03/07/17,138000,0.002176279
04/07/17,134600,-0.024946268
05/07/17,135500,0.006664223
06/07/17,135900,0.002947681
07/07/17,135700,-0.001472754
10/07/17,135000,-0.005171788
11/07/17,135000,0
12/07/17,136000,0.007380107
13/07/17,143900,0.056463728
14/07/17,145500,0.011057473
17/07/17,145000,-0.003442344
18/07/17,145100,0.000689417
19/07/17,149000,0.026523146
20/07/17,148000,-0.006734032
21/07/17,137700,-0.072134868
24/07/17,128100,-0.072266197
25/07/17,122500,-0.044700179
26/07/17,123400,0.007320081
27/07/17,122000,-0.011410067
28/07/17,122700,0.005721307
31/07/17,125000,0.018571386
01/08/17,121100,-0.031697087
02/08/17,120000,-0.009124908
03/08/17,118000,-0.016807118
04/08/17,116700,-0.011078085
07/08/17,120000,0.027885203
08/08/17,120900,0.007472015
09/08/17,118900,-0.016680954
10/08/17,119500,0.005033568
11/08/17,119700,0.001672241
14/08/17,121600,0.015748357
15/08/17,122900,0.010634047
16/08/17,123000,0.000813339
17/08/17,122000,-0.008163311
18/08/17,121500,-0.004106782
21/08/17,121500,0
22/08/17,121500,0
23/08/17,120000,-0.01242252
24/08/17,119600,-0.003338901
25/08/17,117700,-0.016013827
28/08/17,116500,-0.010247741
29/08/17,115000,-0.012959145
30/08/17,117000,0.017241806
31/08/17,115100,-0.016372619
01/09/17,117000,0.016372619
05/09/17,116800,-0.001710864
06/09/17,115900,-0.00773532
07/09/17,119000,0.026395743
08/09/17,120300,0.01086513
11/09/17,119300,-0.008347294
12/09/17,118000,-0.010956705
13/09/17,119900,0.015973438
14/09/17,117000,-0.024484127
15/09/17,119000,0.016949558
18/09/17,118500,-0.004210533
19/09/17,125000,0.053400777
20/09/17,126900,0.015085637
21/09/17,126000,-0.007117468
22/09/17,124000,-0.016000341
25/09/17,124900,0.007231852
26/09/17,122000,-0.023492372
27/09/17,122500,0.004089985
28/09/17,122000,-0.004089985
29/09/17,123100,0.008975988
02/10/17,123900,0.006477755
03/10/17,123000,-0.007290433
04/10/17,123400,0.003246756
05/10/17,123500,0.000810045
06/10/17,122000,-0.012220111
09/10/17,126000,0.032260862
10/10/17,125000,-0.00796817
11/10/17,124500,-0.004008021
12/10/17,121000,-0.02851517
13/10/17,123700,0.022068734
16/10/17,122400,-0.010564909
17/10/17,122900,0.004076646
18/10/17,125000,0.016942721
19/10/17,125400,0.003194891
20/10/17,127000,0.012678458
23/10/17,134000,0.053652713
24/10/17,134100,0.00074599
25/10/17,135500,0.01038585
26/10/17,138000,0.018282045
27/10/17,135100,-0.02123844
30/10/17,136000,0.006639641
31/10/17,135100,-0.006639641
01/11/17,136000,0.006639641
02/11/17,137000,0.00732604
03/11/17,136000,-0.00732604
06/11/17,141000,0.036105005
07/11/17,141000,0
08/11/17,139000,-0.014285957
09/11/17,139500,0.003590668
10/11/17,139500,0
13/11/17,141000,0.010695289
14/11/17,138000,-0.021506205
15/11/17,138400,0.002894358
16/11/17,139300,0.006481838
17/11/17,139500,0.00143472
20/11/17,139500,0
21/11/17,140000,0.003577821
22/11/17,143000,0.021202208
23/11/17,143000,0
24/11/17,140000,-0.021202208
27/11/17,141000,0.007117468
28/11/17,140800,-0.001419447
29/11/17,140000,-0.005698021
30/11/17,140800,0.005698021
01/12/17,140000,-0.005698021
04/12/17,135800,-0.030459207
05/12/17,136000,0.001471671
06/12/17,138000,0.014598799
07/12/17,138000,0
08/12/17,138700,0.005059642
11/12/17,138000,-0.005059642
12/12/17,137500,-0.003629768
13/12/17,139900,0.017303965
14/12/17,139500,-0.00286328
15/12/17,139100,-0.002871502
18/12/17,139800,0.005019731
19/12/17,139800,0
20/12/17,136000,-0.027557944
21/12/17,137700,0.01242252
22/12/17,137500,-0.001453489
25/12/17,132000,-0.040821995
26/12/17,132500,0.003780723
27/12/17,133000,0.003766483
28/12/17,133000,0
29/12/17,133000,0
02/01/18,134000,0.007490672
03/01/18,133900,-0.000746547
04/01/18,132400,-0.011265609
05/01/18,130200,-0.016755914
08/01/18,133000,0.021277398
09/01/18,133000,0
10/01/18,133000,0
11/01/18,133000,0
12/01/18,134200,0.008982096
15/01/18,139000,0.035142709
16/01/18,138900,-0.000719683
17/01/18,137000,-0.013773324
18/01/18,138000,0.007272759
19/01/18,140100,0.015102768
22/01/18,139000,-0.00788252
25/01/18,148700,0.06745692
26/01/18,149400,0.004696419
29/01/18,149500,0.00066912
30/01/18,149000,-0.003350087
31/01/18,147500,-0.01011813
01/02/18,146500,-0.006802747
02/02/18,145000,-0.010291686
05/02/18,143000,-0.013889112
06/02/18,138500,-0.031974305
07/02/18,140000,0.010772097
08/02/18,137500,-0.018018506
09/02/18,137400,-0.000727537
12/02/18,138000,0.004357305
13/02/18,138000,0
21/02/18,140000,0.014388737
22/02/18,139000,-0.007168489
23/02/18,137800,-0.008670575
26/02/18,137400,-0.002906979
27/02/18,136500,-0.006571765
28/02/18,135900,-0.004405293
01/03/18,136000,0.000735565
02/03/18,136000,0
05/03/18,136200,0.001469508
06/03/18,135900,-0.002205073
07/03/18,135900,0
08/03/18,136000,0.000735565
09/03/18,135000,-0.007380107
12/03/18,135000,0
13/03/18,135000,0
14/03/18,135100,0.000740467
15/03/18,135100,0
16/03/18,135000,-0.000740467
19/03/18,135000,0
20/03/18,135000,0
21/03/18,133600,-0.010424517
22/03/18,134300,0.005225842
23/03/18,134400,0.000744325
26/03/18,135000,0.00445435
27/03/18,135000,0
28/03/18,137300,0.016893534
29/03/18,140500,0.023039176
30/03/18,140500,0
02/04/18,141000,0.003552402
03/04/18,139500,-0.010695289
04/04/18,138000,-0.010810916
05/04/18,139000,0.007220248
06/04/18,138000,-0.007220248
09/04/18,133600,-0.032403424
10/04/18,131000,-0.019652938
11/04/18,132000,0.007604599
12/04/18,132900,0.006795043
13/04/18,133600,0.005253295
16/04/18,133500,-0.000748783
17/04/18,133100,-0.003000752
18/04/18,132500,-0.00451808
19/04/18,132500,0
20/04/18,131000,-0.011385322
23/04/18,129900,-0.0084324
24/04/18,128900,-0.007728014
26/04/18,127000,-0.014849823
27/04/18,127000,0
02/05/18,126000,-0.00790518
03/05/18,126000,0
04/05/18,126000,0
07/05/18,122000,-0.032260862
08/05/18,120200,-0.014864023
09/05/18,120000,-0.001665279
10/05/18,120000,0
11/05/18,116500,-0.02960047
14/05/18,117000,0.004282662
15/05/18,117000,0
16/05/18,119000,0.016949558
17/05/18,116000,-0.025533302
18/05/18,113900,-0.018269321
21/05/18,113900,0
22/05/18,113800,-0.000878349
23/05/18,115000,0.010489607
24/05/18,115000,0
25/05/18,115000,0
28/05/18,107500,-0.067441281
29/05/18,107500,0
30/05/18,107500,0
31/05/18,110900,0.031138047
01/06/18,110900,0
04/06/18,107600,-0.030208247
05/06/18,106500,-0.010275663
06/06/18,103700,-0.02664287
07/06/18,105900,0.020993137
08/06/18,105000,-0.008534902
11/06/18,105000,0
12/06/18,105000,0
13/06/18,104700,-0.002861232
14/06/18,105000,0.002861232
15/06/18,104600,-0.003816799
18/06/18,104700,0.000955566
19/06/18,103500,-0.011527505
20/06/18,101200,-0.022472856
21/06/18,102300,0.010810916
22/06/18,102000,-0.00293686
25/06/18,101500,-0.004914015
26/06/18,101500,0
27/06/18,102900,0.013698844
28/06/18,102000,-0.00878483
29/06/18,102300,0.00293686
02/07/18,101800,-0.004899569
03/07/18,99900,-0.018840418
04/07/18,99900,0
05/07/18,98700,-0.012084739
06/07/18,94200,-0.046664765
09/07/18,94000,-0.002125399
10/07/18,91300,-0.029143995
11/07/18,90000,-0.014341117
12/07/18,91000,0.011049836
13/07/18,91300,0.003291281
16/07/18,91000,-0.003291281
17/07/18,90500,-0.005509656
18/07/18,91200,0.007705046
19/07/18,90500,-0.007705046
20/07/18,89000,-0.016713481
23/07/18,88000,-0.011299555
24/07/18,85700,-0.026483989
25/07/18,85200,-0.005851392
26/07/18,85400,0.002344667
27/07/18,85400,0
30/07/18,88700,0.037913789
31/07/18,87500,-0.013621096
01/08/18,91000,0.039220713
02/08/18,91700,0.007662873
03/08/18,88600,-0.034390522
06/08/18,90000,0.015677813
07/08/18,93000,0.032789823
08/08/18,90100,-0.031679329
09/08/18,91000,0.009939342
10/08/18,91000,0
13/08/18,86500,-0.050715093
14/08/18,91000,0.050715093
15/08/18,90500,-0.005509656
16/08/18,88900,-0.017837708
17/08/18,89600,0.007843177
20/08/18,89500,-0.001116695
21/08/18,87047,-0.027790423
22/08/18,87436,0.004458894
23/08/18,86074,-0.015699706
24/08/18,88506,0.027862955
27/08/18,90062,0.017427976
28/08/18,88992,-0.011951844
29/08/18,87533,-0.016530613
30/08/18,88992,0.016530613
31/08/18,88506,-0.005476132
04/09/18,88700,0.002189543
05/09/18,88800,0.001126761
06/09/18,88000,-0.009049836
07/09/18,88900,0.010175328
10/09/18,88800,-0.001125493
11/09/18,88700,-0.001126761
12/09/18,88900,0.002252253
13/09/18,89000,0.001124227
14/09/18,92000,0.033152207
17/09/18,90000,-0.021978907
18/09/18,91400,0.015435808
19/09/18,97700,0.066656081
20/09/18,103800,0.060564412
21/09/18,103600,-0.001928641
24/09/18,98900,-0.046428091
25/09/18,103300,0.043528137
26/09/18,104400,0.010592299
27/09/18,104500,0.000957396
28/09/18,102000,-0.024214258
01/10/18,102800,0.00781254
02/10/18,102000,-0.00781254
03/10/18,102000,0
04/10/18,101000,-0.009852296
05/10/18,1.00E+05,-0.009950331
08/10/18,1.00E+05,0
09/10/18,101000,0.009950331
10/10/18,1.00E+05,-0.009950331
11/10/18,96100,-0.03978087
12/10/18,96100,0
15/10/18,96100,0
16/10/18,97900,0.018557234
17/10/18,96000,-0.019598358
18/10/18,95000,-0.0104713
19/10/18,95000,0
22/10/18,94900,-0.001053186
23/10/18,94000,-0.009528923
24/10/18,92000,-0.021506205
25/10/18,91000,-0.010929071
26/10/18,91000,0
29/10/18,90500,-0.005509656
30/10/18,90000,-0.00554018
31/10/18,90000,0
01/11/18,89000,-0.011173301
02/11/18,90000,0.011173301
05/11/18,90000,0
06/11/18,89900,-0.001111729
07/11/18,90000,0.001111729
08/11/18,89900,-0.001111729
09/11/18,87400,-0.028202659
12/11/18,86800,-0.006888661
13/11/18,86700,-0.001152738
14/11/18,87000,0.003454235
15/11/18,87900,0.010291686
16/11/18,89900,0.022498137
19/11/18,88700,-0.013438052
20/11/18,88700,0
21/11/18,88000,-0.007923075
22/11/18,87800,-0.002275314
23/11/18,88700,0.010198389
26/11/18,88700,0
27/11/18,87900,-0.009060085
28/11/18,87000,-0.010291686
29/11/18,83700,-0.038669141
30/11/18,83600,-0.001195457
03/12/18,85000,0.016607736
04/12/18,84900,-0.001177163
05/12/18,84900,0
06/12/18,84700,-0.002358492
07/12/18,84700,0
10/12/18,84700,0
11/12/18,83500,-0.01426897
12/12/18,86000,0.029500664
13/12/18,84100,-0.022340729
14/12/18,84200,0.001188354
17/12/18,84900,0.008279172
18/12/18,84400,-0.005906692
